student_id,student_name,age,gender,Country,university,program_level,Program,year_of_study,tuition_usd,scholarship,online_classes,campus_facilities_rating,teaching_quality_rating,overall_satisfaction,City,University,Level,Duration_Years,Tuition_USD,Living_Cost_Index,Rent_USD,Visa_Fee_USD,Insurance_USD,Exchange_Rate,efficiency_score
182,Mary Baker,24,Other,UK,"Bryan, Case and Williams University",PhD,Computer Science,4,28736,Yes,Yes,4,4,Dissatisfied,Heriot-Watt,Heriot-Watt University,Bachelor,4.0,24400,69.5,1050,490,800,0.79,1
182,Mary Baker,24,Other,UK,"Bryan, Case and Williams University",PhD,Computer Science,4,28736,Yes,Yes,4,4,Dissatisfied,Loughborough,Loughborough University,Bachelor,3.0,24100,68.5,900,490,800,0.79,1
182,Mary Baker,24,Other,UK,"Bryan, Case and Williams University",PhD,Computer Science,4,28736,Yes,Yes,4,4,Dissatisfied,Brunel,Brunel University London,Bachelor,3.0,23800,83.2,1800,490,800,0.79,1
182,Mary Baker,24,Other,UK,"Bryan, Case and Williams University",PhD,Computer Science,4,28736,Yes,Yes,4,4,Dissatisfied,Queen Mary,Queen Mary University of London,Bachelor,3.0,23500,83.2,1900,490,800,0.79,1
182,Mary Baker,24,Other,UK,"Bryan, Case and Williams University",PhD,Computer Science,4,28736,Yes,Yes,4,4,Dissatisfied,Royal Holloway,Royal Holloway University,Bachelor,3.0,23200,75.5,1400,490,800,0.79,1
182,Mary Baker,24,Other,UK,"Bryan, Case and Williams University",PhD,Computer Science,4,28736,Yes,Yes,4,4,Dissatisfied,Lancaster,Lancaster University,Bachelor,3.0,22900,69.8,1000,490,800,0.79,1
182,Mary Baker,24,Other,UK,"Bryan, Case and Williams University",PhD,Computer Science,4,28736,Yes,Yes,4,4,Dissatisfied,Swansea,Swansea University,Bachelor,3.0,22600,68.5,950,490,800,0.79,1
182,Mary Baker,24,Other,UK,"Bryan, Case and Williams University",PhD,Computer Science,4,28736,Yes,Yes,4,4,Dissatisfied,Aston,Aston University,Bachelor,3.0,22300,71.8,1200,490,800,0.79,1
182,Mary Baker,24,Other,UK,"Bryan, Case and Williams University",PhD,Computer Science,4,28736,Yes,Yes,4,4,Dissatisfied,Hull,University of Hull,Bachelor,3.0,22000,67.9,850,490,800,0.79,1
182,Mary Baker,24,Other,UK,"Bryan, Case and Williams University",PhD,Computer Science,4,28736,Yes,Yes,4,4,Dissatisfied,Keele,Keele University,Bachelor,3.0,21700,67.5,800,490,800,0.79,1
182,Mary Baker,24,Other,UK,"Bryan, Case and Williams University",PhD,Computer Science,4,28736,Yes,Yes,4,4,Dissatisfied,Plymouth,University of Plymouth,Bachelor,3.0,21400,69.2,950,490,800,0.79,1
182,Mary Baker,24,Other,UK,"Bryan, Case and Williams University",PhD,Computer Science,4,28736,Yes,Yes,4,4,Dissatisfied,Portsmouth,University of Portsmouth,Bachelor,3.0,21100,70.5,1000,490,800,0.79,1
182,Mary Baker,24,Other,UK,"Bryan, Case and Williams University",PhD,Computer Science,4,28736,Yes,Yes,4,4,Dissatisfied,Ulster,Ulster University,Bachelor,3.0,20800,67.2,800,490,800,0.79,1
182,Mary Baker,24,Other,UK,"Bryan, Case and Williams University",PhD,Computer Science,4,28736,Yes,Yes,4,4,Dissatisfied,Northumbria,Northumbria University,Bachelor,3.0,20500,68.5,900,490,800,0.79,1
182,Mary Baker,24,Other,UK,"Bryan, Case and Williams University",PhD,Computer Science,4,28736,Yes,Yes,4,4,Dissatisfied,Coventry,Coventry University,Bachelor,3.0,20200,69.8,950,490,800,0.79,1
182,Mary Baker,24,Other,UK,"Bryan, Case and Williams University",PhD,Computer Science,4,28736,Yes,Yes,4,4,Dissatisfied,Oxford Brookes,Oxford Brookes University,Bachelor,3.0,19900,77.8,1500,490,800,0.79,1
182,Mary Baker,24,Other,UK,"Bryan, Case and Williams University",PhD,Computer Science,4,28736,Yes,Yes,4,4,Dissatisfied,De Montfort,De Montfort University,Bachelor,3.0,19600,68.9,900,490,800,0.79,1
182,Mary Baker,24,Other,UK,"Bryan, Case and Williams University",PhD,Computer Science,4,28736,Yes,Yes,4,4,Dissatisfied,Westminster,University of Westminster,Bachelor,3.0,19300,83.2,1800,490,800,0.79,1
182,Mary Baker,24,Other,UK,"Bryan, Case and Williams University",PhD,Computer Science,4,28736,Yes,Yes,4,4,Dissatisfied,Greenwich,University of Greenwich,Bachelor,3.0,19000,83.2,1700,490,800,0.79,1
182,Mary Baker,24,Other,UK,"Bryan, Case and Williams University",PhD,Computer Science,4,28736,Yes,Yes,4,4,Dissatisfied,Kingston,Kingston University,Bachelor,3.0,18700,83.2,1600,490,800,0.79,1
182,Mary Baker,24,Other,UK,"Bryan, Case and Williams University",PhD,Computer Science,4,28736,Yes,Yes,4,4,Dissatisfied,Oxford,University of Oxford,PhD,4.0,40000,71.5,1400,485,800,0.79,1
182,Mary Baker,24,Other,UK,"Bryan, Case and Williams University",PhD,Computer Science,4,28736,Yes,Yes,4,4,Dissatisfied,Nottingham,University of Nottingham,PhD,4.0,34000,61.2,800,485,800,0.79,1
182,Mary Baker,24,Other,UK,"Bryan, Case and Williams University",PhD,Computer Science,4,28736,Yes,Yes,4,4,Dissatisfied,London,King's College London,Master,1.0,39000,75.3,1900,485,800,0.79,1
182,Mary Baker,24,Other,UK,"Bryan, Case and Williams University",PhD,Computer Science,4,28736,Yes,Yes,4,4,Dissatisfied,Edinburgh,Heriot-Watt University,Master,1.0,37000,67.8,1200,485,800,0.79,1
182,Mary Baker,24,Other,UK,"Bryan, Case and Williams University",PhD,Computer Science,4,28736,Yes,Yes,4,4,Dissatisfied,Birmingham,University of Birmingham,Master,1.0,36000,65.4,1100,485,800,0.79,1
182,Mary Baker,24,Other,UK,"Bryan, Case and Williams University",PhD,Computer Science,4,28736,Yes,Yes,4,4,Dissatisfied,Leeds,Leeds Beckett University,Bachelor,3.0,34000,63.2,900,485,800,0.79,1
182,Mary Baker,24,Other,UK,"Bryan, Case and Williams University",PhD,Computer Science,4,28736,Yes,Yes,4,4,Dissatisfied,Bristol,UWE Bristol,Master,1.0,33000,68.9,1100,485,800,0.79,1
187,Katherine Vang,26,Female,Germany,Fuentes-Sandoval University,Bachelor,Computer Science,1,16955,No,Yes,5,3,Satisfied,Dresden,TU Dresden,Master,2.0,500,65.8,750,75,550,0.92,3
187,Katherine Vang,26,Female,Germany,Fuentes-Sandoval University,Bachelor,Computer Science,1,16955,No,Yes,5,3,Satisfied,Berlin,Humboldt University,Bachelor,3.0,0,68.9,950,110,900,0.92,3
187,Katherine Vang,26,Female,Germany,Fuentes-Sandoval University,Bachelor,Computer Science,1,16955,No,Yes,5,3,Satisfied,Frankfurt,Goethe University,Master,2.0,0,72.3,1300,110,900,0.92,3
187,Katherine Vang,26,Female,Germany,Fuentes-Sandoval University,Bachelor,Computer Science,1,16955,No,Yes,5,3,Satisfied,Aachen,RWTH Aachen,Bachelor,3.0,0,68.9,1000,110,900,0.92,3
187,Katherine Vang,26,Female,Germany,Fuentes-Sandoval University,Bachelor,Computer Science,1,16955,No,Yes,5,3,Satisfied,Dresden,TU Dresden,Bachelor,3.0,0,65.4,900,110,900,0.92,3
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,Edmonton,University of Alberta,PhD,4.0,22800,67.8,1200,235,900,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,London ON,Western University,Master,2.0,29800,65.8,1100,235,900,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,Winnipeg,University of Manitoba,Bachelor,4.0,26800,62.5,950,235,900,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,St. John's,Memorial University,Master,2.0,19800,63.2,950,235,900,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,Toronto,University of Toronto,Bachelor,4.0,45200,73.5,1800,235,600,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,Toronto,University of Toronto,Master,2.0,28500,73.5,1800,235,600,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,Vancouver,University of British Columbia,Bachelor,4.0,43800,71.2,1900,235,600,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,Vancouver,University of British Columbia,Master,2.0,27900,71.2,1900,235,600,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,Montreal,McGill University,Bachelor,4.0,41500,65.8,1500,235,600,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,Montreal,McGill University,Master,2.0,26800,65.8,1500,235,600,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,Waterloo,University of Waterloo,Bachelor,4.0,40900,62.4,1300,235,600,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,Waterloo,University of Waterloo,Master,2.0,26200,62.4,1300,235,600,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,Montreal,University of Montreal,Bachelor,4.0,39500,65.8,1400,235,600,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,Montreal,University of Montreal,Master,2.0,25800,65.8,1400,235,600,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,Edmonton,University of Alberta,Bachelor,4.0,38200,61.9,1200,235,600,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,Edmonton,University of Alberta,Master,2.0,24900,61.9,1200,235,600,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,Ottawa,University of Ottawa,Bachelor,4.0,37800,63.5,1400,235,600,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,Ottawa,University of Ottawa,Master,2.0,24500,63.5,1400,235,600,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,Calgary,University of Calgary,Bachelor,4.0,37200,62.8,1300,235,600,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,Calgary,University of Calgary,Master,2.0,24100,62.8,1300,235,600,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,Hamilton,McMaster University,Bachelor,4.0,36500,64.2,1250,235,600,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,Hamilton,McMaster University,Master,2.0,23800,64.2,1250,235,600,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,London,Western University,Bachelor,4.0,35900,61.5,1200,235,600,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,London,Western University,Master,2.0,23500,61.5,1200,235,600,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,Kingston,Queen's University,Bachelor,4.0,35400,62.1,1300,235,600,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,Kingston,Queen's University,Master,2.0,23200,62.1,1300,235,600,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,Victoria,University of Victoria,Bachelor,4.0,34800,64.8,1400,235,600,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,Victoria,University of Victoria,Master,2.0,22900,64.8,1400,235,600,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,Halifax,Dalhousie University,Bachelor,4.0,34200,61.2,1200,235,600,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,Halifax,Dalhousie University,Master,2.0,22600,61.2,1200,235,600,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,Winnipeg,University of Manitoba,Bachelor,4.0,33600,59.8,1100,235,600,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,Winnipeg,University of Manitoba,Master,2.0,22300,59.8,1100,235,600,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,Quebec City,Laval University,Bachelor,4.0,33000,58.5,1000,235,600,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,Quebec City,Laval University,Master,2.0,22000,58.5,1000,235,600,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,Saskatoon,University of Saskatchewan,Bachelor,4.0,32400,58.2,950,235,600,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,Saskatoon,University of Saskatchewan,Master,2.0,21700,58.2,950,235,600,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,St. John's,Memorial University,Bachelor,4.0,31800,57.9,900,235,600,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,St. John's,Memorial University,Master,2.0,21400,57.9,900,235,600,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,Regina,University of Regina,Bachelor,4.0,31200,57.5,900,235,600,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,Regina,University of Regina,Master,2.0,21100,57.5,900,235,600,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,Sherbrooke,University of Sherbrooke,Bachelor,4.0,30600,56.8,850,235,600,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,Sherbrooke,University of Sherbrooke,Master,2.0,20800,56.8,850,235,600,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,Windsor,University of Windsor,Bachelor,4.0,30000,58.9,950,235,600,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,Windsor,University of Windsor,Master,2.0,20500,58.9,950,235,600,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,Moncton,University of New Brunswick,Bachelor,4.0,29400,57.2,900,235,600,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,Moncton,University of New Brunswick,Master,2.0,20200,57.2,900,235,600,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,Trois-Rivieres,UQTR,Bachelor,4.0,28800,56.5,850,235,600,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,Trois-Rivieres,UQTR,Master,2.0,19900,56.5,850,235,600,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,Thunder Bay,Lakehead University,Bachelor,4.0,28200,56.2,800,235,600,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,Thunder Bay,Lakehead University,Master,2.0,19600,56.2,800,235,600,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,Sudbury,Laurentian University,Bachelor,4.0,27600,55.8,800,235,600,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,Sudbury,Laurentian University,Master,2.0,19300,55.8,800,235,600,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,Prince George,UNBC,Bachelor,4.0,27000,55.5,750,235,600,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,Prince George,UNBC,Master,2.0,19000,55.5,750,235,600,1.35,1
189,James Gallagher,34,Female,Canada,"Cook, Walton and Butler University",Master,Computer Science,5,35277,No,Yes,2,5,Dissatisfied,Montreal,McGill University,PhD,4.0,38000,68.9,1400,235,750,1.35,1
190,Brad Vargas,31,Other,UK,Bentley Group University,PhD,Physics,2,12767,No,No,1,1,Neutral,Cambridge,University of Cambridge,PhD,4.0,31200,75.2,1700,485,800,0.79,2
190,Brad Vargas,31,Other,UK,Bentley Group University,PhD,Physics,2,12767,No,No,1,1,Neutral,Glasgow,University of Glasgow,Bachelor,3.0,34000,64.5,950,485,800,0.79,2
192,Nathan Johns,21,Female,Canada,Smith PLC University,Bachelor,Physics,3,15855,No,No,5,5,Very Satisfied,Quebec City,Laval University,Bachelor,3.0,34000,62.1,900,235,750,1.35,4
199,Felicia George,34,Other,France,Murray-Woodard University,Bachelor,Computer Science,4,35269,Yes,Yes,3,5,Neutral,Paris,École Polytechnique,Master,2.0,15600,74.6,1500,99,650,0.92,2
199,Felicia George,34,Other,France,Murray-Woodard University,Bachelor,Computer Science,4,35269,Yes,Yes,3,5,Neutral,Toulouse,University of Toulouse,Bachelor,3.0,4000,71.2,900,99,850,0.92,2
199,Felicia George,34,Other,France,Murray-Woodard University,Bachelor,Computer Science,4,35269,Yes,Yes,3,5,Neutral,Nice,University of Nice,Master,2.0,4100,76.5,1300,99,850,0.92,2
199,Felicia George,34,Other,France,Murray-Woodard University,Bachelor,Computer Science,4,35269,Yes,Yes,3,5,Neutral,Strasbourg,University of Strasbourg,Master,2.0,4000,70.2,1000,99,850,0.92,2
199,Felicia George,34,Other,France,Murray-Woodard University,Bachelor,Computer Science,4,35269,Yes,Yes,3,5,Neutral,Paris,Sorbonne University,Master,2.0,4500,84.3,1800,99,850,0.92,2
199,Felicia George,34,Other,France,Murray-Woodard University,Bachelor,Computer Science,4,35269,Yes,Yes,3,5,Neutral,Lille,University of Lille,Bachelor,3.0,4200,69.8,950,99,850,0.92,2
200,Richard Noble,20,Male,USA,"Silva, Mills and Steele University",Bachelor,Engineering,2,42262,No,No,2,1,Very Satisfied,Atlanta,Georgia Tech,PhD,5.0,48000,71.2,1700,160,1500,1.0,4
201,Kara Robinson,23,Other,UK,Mercado and Sons University,PhD,Physics,5,22364,No,Yes,4,3,Very Satisfied,Cambridge,University of Cambridge,PhD,4.0,31200,75.2,1700,485,800,0.79,4
201,Kara Robinson,23,Other,UK,Mercado and Sons University,PhD,Physics,5,22364,No,Yes,4,3,Very Satisfied,Glasgow,University of Glasgow,Bachelor,3.0,34000,64.5,950,485,800,0.79,4
203,Ryan Hopkins,35,Female,Turkey,"Abbott, Austin and Humphrey University",Master,Computer Science,4,5979,Yes,Yes,1,1,Satisfied,Bursa,Uludag University,Master,2.0,1100,46.5,380,90,500,28.5,3
204,Bobby Gomez,19,Male,Malaysia,"Moody, Bean and Hansen University",Bachelor,Computer Science,3,12564,No,Yes,4,4,Very Satisfied,Kuala Lumpur,University of Malaya,Bachelor,4.0,4800,48.2,500,110,300,4.72,4
204,Bobby Gomez,19,Male,Malaysia,"Moody, Bean and Hansen University",Bachelor,Computer Science,3,12564,No,Yes,4,4,Very Satisfied,Kuala Lumpur,University of Malaya,Master,2.0,8500,55.4,500,120,400,4.65,4
204,Bobby Gomez,19,Male,Malaysia,"Moody, Bean and Hansen University",Bachelor,Computer Science,3,12564,No,Yes,4,4,Very Satisfied,Kuching,UNIMAS,Master,2.0,7000,49.5,380,120,400,4.65,4
204,Bobby Gomez,19,Male,Malaysia,"Moody, Bean and Hansen University",Bachelor,Computer Science,3,12564,No,Yes,4,4,Very Satisfied,Nilai,USIM,Bachelor,3.0,6800,50.5,400,120,400,4.65,4
207,Laura Wilkinson,20,Male,Canada,"Ochoa, Schmidt and Andrews University",Bachelor,Data Science,5,43299,Yes,Yes,5,5,Dissatisfied,Halifax,Dalhousie University,Master,2.0,28500,64.5,1200,235,900,1.35,1
207,Laura Wilkinson,20,Male,Canada,"Ochoa, Schmidt and Andrews University",Bachelor,Data Science,5,43299,Yes,Yes,5,5,Dissatisfied,Edmonton,University of Alberta,Master,2.0,37000,64.3,1100,235,750,1.35,1
207,Laura Wilkinson,20,Male,Canada,"Ochoa, Schmidt and Andrews University",Bachelor,Data Science,5,43299,Yes,Yes,5,5,Dissatisfied,Winnipeg,University of Manitoba,Master,2.0,33000,61.2,900,235,750,1.35,1
208,Laura Johnson,25,Female,India,White Ltd University,Master,Data Science,5,13306,Yes,Yes,4,2,Dissatisfied,Bangalore,Indian Institute of Science,PhD,4.0,2000,45.2,300,180,300,82.75,1
210,Thomas Greer,24,Other,Australia,Stout Group University,Bachelor,Computer Science,4,4569,No,No,3,3,Very Dissatisfied,Adelaide,University of Adelaide,Bachelor,3.0,32800,68.5,1100,450,650,1.52,0
210,Thomas Greer,24,Other,Australia,Stout Group University,Bachelor,Computer Science,4,4569,No,No,3,3,Very Dissatisfied,Melbourne,University of Melbourne,Bachelor,3.0,42500,72.8,1800,450,650,1.52,0
210,Thomas Greer,24,Other,Australia,Stout Group University,Bachelor,Computer Science,4,4569,No,No,3,3,Very Dissatisfied,Melbourne,University of Melbourne,Master,2.0,45800,72.8,1800,450,650,1.52,0
210,Thomas Greer,24,Other,Australia,Stout Group University,Bachelor,Computer Science,4,4569,No,No,3,3,Very Dissatisfied,Melbourne,University of Melbourne,PhD,4.0,35000,72.8,1800,450,650,1.52,0
210,Thomas Greer,24,Other,Australia,Stout Group University,Bachelor,Computer Science,4,4569,No,No,3,3,Very Dissatisfied,Sydney,University of Sydney,Bachelor,3.0,41800,74.5,2000,450,650,1.52,0
210,Thomas Greer,24,Other,Australia,Stout Group University,Bachelor,Computer Science,4,4569,No,No,3,3,Very Dissatisfied,Sydney,University of Sydney,Master,2.0,44900,74.5,2000,450,650,1.52,0
210,Thomas Greer,24,Other,Australia,Stout Group University,Bachelor,Computer Science,4,4569,No,No,3,3,Very Dissatisfied,Sydney,University of Sydney,PhD,4.0,34500,74.5,2000,450,650,1.52,0
210,Thomas Greer,24,Other,Australia,Stout Group University,Bachelor,Computer Science,4,4569,No,No,3,3,Very Dissatisfied,Canberra,Australian National University,Bachelor,3.0,41200,68.9,1600,450,650,1.52,0
210,Thomas Greer,24,Other,Australia,Stout Group University,Bachelor,Computer Science,4,4569,No,No,3,3,Very Dissatisfied,Canberra,Australian National University,Master,2.0,44200,68.9,1600,450,650,1.52,0
210,Thomas Greer,24,Other,Australia,Stout Group University,Bachelor,Computer Science,4,4569,No,No,3,3,Very Dissatisfied,Canberra,Australian National University,PhD,4.0,34000,68.9,1600,450,650,1.52,0
210,Thomas Greer,24,Other,Australia,Stout Group University,Bachelor,Computer Science,4,4569,No,No,3,3,Very Dissatisfied,Brisbane,University of Queensland,Bachelor,3.0,40500,69.2,1500,450,650,1.52,0
210,Thomas Greer,24,Other,Australia,Stout Group University,Bachelor,Computer Science,4,4569,No,No,3,3,Very Dissatisfied,Brisbane,University of Queensland,Master,2.0,43500,69.2,1500,450,650,1.52,0
210,Thomas Greer,24,Other,Australia,Stout Group University,Bachelor,Computer Science,4,4569,No,No,3,3,Very Dissatisfied,Brisbane,University of Queensland,PhD,4.0,33500,69.2,1500,450,650,1.52,0
210,Thomas Greer,24,Other,Australia,Stout Group University,Bachelor,Computer Science,4,4569,No,No,3,3,Very Dissatisfied,Sydney,University of New South Wales,Bachelor,3.0,40200,74.5,1900,450,650,1.52,0
210,Thomas Greer,24,Other,Australia,Stout Group University,Bachelor,Computer Science,4,4569,No,No,3,3,Very Dissatisfied,Sydney,University of New South Wales,Master,2.0,43200,74.5,1900,450,650,1.52,0
210,Thomas Greer,24,Other,Australia,Stout Group University,Bachelor,Computer Science,4,4569,No,No,3,3,Very Dissatisfied,Sydney,University of New South Wales,PhD,4.0,33200,74.5,1900,450,650,1.52,0
210,Thomas Greer,24,Other,Australia,Stout Group University,Bachelor,Computer Science,4,4569,No,No,3,3,Very Dissatisfied,Melbourne,Monash University,Bachelor,3.0,39800,72.8,1700,450,650,1.52,0
210,Thomas Greer,24,Other,Australia,Stout Group University,Bachelor,Computer Science,4,4569,No,No,3,3,Very Dissatisfied,Melbourne,Monash University,Master,2.0,42800,72.8,1700,450,650,1.52,0
210,Thomas Greer,24,Other,Australia,Stout Group University,Bachelor,Computer Science,4,4569,No,No,3,3,Very Dissatisfied,Melbourne,Monash University,PhD,4.0,32800,72.8,1700,450,650,1.52,0
210,Thomas Greer,24,Other,Australia,Stout Group University,Bachelor,Computer Science,4,4569,No,No,3,3,Very Dissatisfied,Adelaide,University of Adelaide,Bachelor,3.0,39200,67.5,1400,450,650,1.52,0
210,Thomas Greer,24,Other,Australia,Stout Group University,Bachelor,Computer Science,4,4569,No,No,3,3,Very Dissatisfied,Adelaide,University of Adelaide,Master,2.0,42200,67.5,1400,450,650,1.52,0
210,Thomas Greer,24,Other,Australia,Stout Group University,Bachelor,Computer Science,4,4569,No,No,3,3,Very Dissatisfied,Adelaide,University of Adelaide,PhD,4.0,32200,67.5,1400,450,650,1.52,0
210,Thomas Greer,24,Other,Australia,Stout Group University,Bachelor,Computer Science,4,4569,No,No,3,3,Very Dissatisfied,Perth,University of Western Australia,Bachelor,3.0,38800,68.2,1500,450,650,1.52,0
210,Thomas Greer,24,Other,Australia,Stout Group University,Bachelor,Computer Science,4,4569,No,No,3,3,Very Dissatisfied,Perth,University of Western Australia,Master,2.0,41800,68.2,1500,450,650,1.52,0
